loss,iou_score,f1-score,val_loss,val_iou_score,val_f1-score,lr
0.9195374846458435,0.3934600353240967,0.4628377854824066,0.7538650035858154,0.5455334186553955,0.5977445840835571,1e-04
0.599441647529602,0.6455420255661011,0.6835604906082153,0.550693690776825,0.8518304824829102,0.8793777227401733,1e-04
0.4452749490737915,0.7262933850288391,0.7489367127418518,0.43468332290649414,0.9457309246063232,0.9656358957290649,1e-04
0.37037336826324463,0.7639369964599609,0.7819138765335083,0.39513662457466125,0.9555377960205078,0.9739369750022888,1e-04
0.3350311517715454,0.7937451601028442,0.8093454837799072,0.3686838746070862,0.9535263180732727,0.9690744876861572,1e-04
0.3172866702079773,0.8130325675010681,0.8269591331481934,0.359402596950531,0.9499667286872864,0.9656780958175659,1e-04
0.3076966404914856,0.8387278318405151,0.851982057094574,0.3563956618309021,0.9574273824691772,0.9741628170013428,1e-04
0.30041638016700745,0.8555857539176941,0.8673281073570251,0.3497979938983917,0.9569976925849915,0.9719945192337036,1e-04
0.29564958810806274,0.8554241061210632,0.8662194013595581,0.3435138463973999,0.9671016335487366,0.9795868992805481,1e-04
0.2915462851524353,0.8841181397438049,0.8939593434333801,0.3476840853691101,0.9556367993354797,0.9711699485778809,1e-04
0.28904780745506287,0.8829835057258606,0.8923119306564331,0.3431858718395233,0.9675927758216858,0.9808456301689148,1e-04
0.2869930565357208,0.895197868347168,0.9040115475654602,0.3416872024536133,0.950942873954773,0.9636929035186768,1e-04
0.2853924632072449,0.9093189239501953,0.9177581667900085,0.34361404180526733,0.9502150416374207,0.9642263054847717,1e-04
0.2838282287120819,0.9214133620262146,0.929382860660553,0.3432144522666931,0.9429013133049011,0.9562403559684753,1e-04
0.2832193374633789,0.9036672115325928,0.9116222858428955,0.3408731520175934,0.9550307989120483,0.9679166674613953,1e-04
0.28620344400405884,0.8639594316482544,0.8738076686859131,0.34221068024635315,0.940234899520874,0.9537782669067383,1e-04
0.2874615490436554,0.8445026874542236,0.8541832566261292,0.34060347080230713,0.8772227168083191,0.8901944160461426,1e-04
0.283625990152359,0.8845789432525635,0.893161952495575,0.33804526925086975,0.9593731760978699,0.971333920955658,1e-04
0.2811288833618164,0.9292212724685669,0.9366479516029358,0.3389182984828949,0.9690897464752197,0.9816474318504333,1e-04
0.27936285734176636,0.9332176446914673,0.9398035407066345,0.33842575550079346,0.9725689888000488,0.9845661520957947,1e-04
0.2812217175960541,0.9264606833457947,0.9340496063232422,0.33965760469436646,0.9602334499359131,0.9727752804756165,1e-04
0.27896326780319214,0.9309043288230896,0.9375333786010742,0.3380964994430542,0.9702301025390625,0.9822730422019958,1e-04
0.27886244654655457,0.9244966506958008,0.9310051202774048,0.33946678042411804,0.9630246758460999,0.9753695726394653,1e-04
0.27836987376213074,0.9207355976104736,0.9269149899482727,0.33761924505233765,0.9622781276702881,0.9739145636558533,1e-05
0.2770809233188629,0.9309702515602112,0.9365002512931824,0.33807572722435,0.9618334174156189,0.9736663699150085,1e-05
0.27689340710639954,0.9356771111488342,0.9410796165466309,0.3376845121383667,0.9622801542282104,0.9739129543304443,1e-05
0.27648091316223145,0.9562305808067322,0.9613667726516724,0.338146835565567,0.9641878008842468,0.9759604930877686,1e-05
0.27640300989151,0.9407966136932373,0.9458744525909424,0.33815842866897583,0.9640243649482727,0.9758711457252502,1e-05
0.27622300386428833,0.9587422609329224,0.9637371897697449,0.33837249875068665,0.9640634059906006,0.9758918285369873,1e-05
0.27601346373558044,0.9501245021820068,0.9549891352653503,0.33789873123168945,0.9643954634666443,0.9760779738426208,1e-05
